track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
LA CANCIï¿½;J Balvin, Bad Bunny;2.00;2019.00;6.00;28.00;6398.00;31.00;1435127549.00;177.00;109.00;305.00;3.00;5.00;176.00;G;Major;75.00;43.00;65.00;15.00;0.00;11.00;32.00
Quï¿½ï¿½ Ago;Yuridia, Angela Aguilar;2.00;2022.00;10.00;20.00;660.00;15.00;236857112.00;19.00;59.00;18.00;5.00;52.00;98.00;B;Major;73.00;88.00;57.00;56.00;0.00;5.00;2.00
Love Again;The Kid Laroi;1.00;2023.00;1.00;27.00;1283.00;0.00;147538971.00;57.00;4.00;48.00;0.00;0.00;107.00;B;Minor;66.00;47.00;40.00;72.00;0.00;11.00;3.00
After Hours;The Weeknd;1.00;2020.00;2.00;19.00;8084.00;6.00;698086140.00;45.00;115.00;218.00;1.00;221.00;109.00;F;Minor;66.00;16.00;57.00;10.00;1.00;12.00;3.00
About Damn Time;Lizzo;1.00;2022.00;7.00;15.00;2332.00;2.00;723894473.00;0.00;0.00;25.00;0.00;0.00;109.00;A#;Minor;84.00;72.00;74.00;10.00;0.00;34.00;7.00
Born With A Beer In My Hand;Morgan Wallen;1.00;2023.00;3.00;3.00;203.00;0.00;34450974.00;5.00;9.00;0.00;0.00;0.00;148.00;0;Major;53.00;61.00;81.00;5.00;0.00;36.00;4.00
ýýýýýýýýýýýýýýýýýýýýý;Fujii Kaze;1.00;2020.00;5.00;20.00;685.00;14.00;403097450.00;24.00;94.00;9.00;0.00;23.00;158.00;F#;Minor;60.00;52.00;76.00;17.00;0.00;19.00;5.00
Besos Moja2;Wisin & Yandel, ROSALï¿½;2.00;2022.00;9.00;29.00;2460.00;13.00;309483971.00;53.00;7.00;56.00;3.00;1.00;94.00;F;Minor;74.00;64.00;73.00;6.00;0.00;10.00;6.00
Maan Meri Jaan;King;1.00;2022.00;10.00;12.00;288.00;6.00;319566866.00;11.00;80.00;1.00;0.00;8.00;96.00;F#;Minor;70.00;40.00;51.00;35.00;0.00;10.00;4.00
Moscow Mule;Bad Bunny;1.00;2022.00;5.00;6.00;4572.00;33.00;909001996.00;74.00;113.00;85.00;9.00;2.00;100.00;F;Minor;80.00;29.00;67.00;29.00;0.00;12.00;3.00
My Universe;Coldplay, BTS;2.00;2021.00;9.00;24.00;6127.00;13.00;1061966512.00;0.00;0.00;0.00;0.00;0.00;105.00;A;Major;58.00;42.00;68.00;1.00;0.00;14.00;4.00
Devil Donï¿½ï¿½ï¿½;Morgan Wallen;1.00;2023.00;3.00;3.00;166.00;0.00;32526947.00;2.00;10.00;0.00;0.00;0.00;125.00;0;Major;53.00;32.00;66.00;38.00;0.00;9.00;3.00
LLYLM;ROSALï¿½;1.00;2023.00;1.00;27.00;1838.00;0.00;124988687.00;105.00;41.00;114.00;1.00;59.00;170.00;F#;Minor;56.00;56.00;63.00;13.00;0.00;19.00;27.00
I'm Not Here To Make Friends;Sam Smith, Calvin Harris, Jessie Reyez;3.00;2023.00;1.00;27.00;1890.00;0.00;103787664.00;86.00;1.00;49.00;0.00;9.00;115.00;0;Major;70.00;84.00;90.00;17.00;0.00;41.00;6.00
TRUSTFALL;P!nk;1.00;2023.00;1.00;27.00;2098.00;16.00;134255790.00;88.00;24.00;101.00;7.00;451.00;122.00;G#;Major;64.00;25.00;89.00;0.00;0.00;15.00;9.00
ANTIFRAGILE;LE SSERAFIM;1.00;2022.00;10.00;17.00;761.00;12.00;301051721.00;23.00;95.00;11.00;0.00;3.00;105.00;A#;Minor;88.00;82.00;80.00;8.00;0.00;11.00;8.00
Boy's a liar;PinkPantheress;1.00;2022.00;11.00;30.00;1225.00;0.00;156338624.00;27.00;0.00;28.00;13.00;0.00;133.00;F;Major;66.00;74.00;84.00;25.00;0.00;21.00;4.00
VIBE (feat. Jimin of BTS);TAEYANG, Jimin;2.00;2023.00;1.00;13.00;415.00;2.00;152850295.00;15.00;40.00;21.00;1.00;15.00;100.00;0;Major;79.00;60.00;68.00;7.00;0.00;26.00;4.00
Shirt;SZA;1.00;2022.00;10.00;28.00;3469.00;0.00;309653982.00;71.00;95.00;31.00;0.00;2.00;120.00;D#;Minor;82.00;55.00;45.00;15.00;3.00;9.00;10.00
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By;Rihanna;1.00;2022.00;10.00;28.00;3311.00;0.00;297328960.00;129.00;31.00;212.00;1.00;41.00;177.00;A;Major;25.00;17.00;30.00;90.00;0.00;13.00;3.00
STAR WALKIN' (League of Legends Worlds Anthem);Lil Nas X;1.00;2022.00;9.00;22.00;2616.00;0.00;332506354.00;113.00;17.00;208.00;0.00;192.00;142.00;D;Minor;64.00;31.00;72.00;15.00;0.00;9.00;5.00
Sex, Drugs, Etc.;Beach Weather;1.00;2016.00;11.00;4.00;3006.00;16.00;480507035.00;47.00;60.00;87.00;12.00;124.00;144.00;E;Minor;57.00;47.00;84.00;1.00;1.00;52.00;4.00
Boy With Luv (feat. Halsey);Halsey, BTS;2.00;2019.00;4.00;12.00;4260.00;0.00;1065580332.00;113.00;92.00;259.00;0.00;1.00;120.00;B;Minor;65.00;80.00;86.00;9.00;0.00;19.00;10.00
Hey, Mickey!;Baby Tate;1.00;2016.00;9.00;27.00;482.00;0.00;122763672.00;9.00;1.00;12.00;4.00;3.00;135.00;D;Major;92.00;73.00;51.00;55.00;0.00;15.00;6.00
Calm Down;Rï¿½ï;1.00;2022.00;2.00;9.00;4013.00;10.00;445763624.00;107.00;44.00;750.00;22.00;0.00;107.00;B;Major;81.00;82.00;78.00;38.00;0.00;12.00;4.00
Jhoome Jo Pathaan;Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar;6.00;2022.00;12.00;22.00;138.00;4.00;1365184.00;13.00;78.00;2.00;0.00;0.00;105.00;G;Major;82.00;62.00;74.00;10.00;0.00;33.00;7.00
Escapism. - Sped Up;RAYE, 070 Shake;2.00;2022.00;11.00;25.00;1368.00;0.00;184308753.00;12.00;1.00;11.00;0.00;8.00;108.00;F#;Minor;44.00;38.00;77.00;9.00;0.00;9.00;20.00
Space Song;Beach House;1.00;2015.00;1.00;1.00;17852.00;4.00;789753877.00;69.00;76.00;335.00;0.00;0.00;147.00;0;Minor;51.00;62.00;79.00;22.00;13.00;14.00;3.00
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack];BTS, Jung Kook, FIFA Sound;3.00;2022.00;11.00;20.00;889.00;20.00;323358833.00;11.00;78.00;35.00;0.00;21.00;115.00;0;Major;71.00;34.00;88.00;16.00;0.00;44.00;4.00
Te Felicito;Shakira, Rauw Alejandro;2.00;2022.00;4.00;21.00;4796.00;9.00;606361689.00;124.00;66.00;212.00;13.00;1.00;174.00;F;Major;70.00;57.00;64.00;23.00;0.00;8.00;32.00
Muï¿½ï¿½;Steve Aoki, Tini, La Joaqui;3.00;2023.00;1.00;12.00;658.00;6.00;120972253.00;33.00;7.00;53.00;2.00;0.00;90.00;A#;Minor;68.00;83.00;71.00;3.00;0.00;31.00;8.00
TV;Billie Eilish;1.00;2022.00;7.00;21.00;3009.00;2.00;338564981.00;68.00;89.00;65.00;0.00;25.00;141.00;E;Minor;41.00;9.00;25.00;84.00;1.00;14.00;4.00
I'm Not The Only One;Sam Smith;1.00;2014.00;1.00;1.00;17492.00;3.00;1606986953.00;136.00;24.00;1959.00;0.00;30.00;82.00;F;Major;68.00;50.00;49.00;56.00;0.00;8.00;4.00
Heather;Conan Gray;1.00;2020.00;3.00;20.00;6170.00;7.00;1301799902.00;82.00;1.00;231.00;0.00;2.00;92.00;F;Major;47.00;25.00;43.00;62.00;0.00;32.00;3.00
"Besharam Rang (From ""Pathaan"")";Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani;6.00;2022.00;12.00;12.00;130.00;4.00;140187018.00;21.00;79.00;2.00;0.00;0.00;116.00;G#;Minor;77.00;65.00;80.00;6.00;0.00;15.00;4.00
One Kiss (with Dua Lipa);Calvin Harris, Dua Lipa;2.00;2017.00;6.00;2.00;27705.00;10.00;1897517891.00;537.00;122.00;2726.00;6.00;0.00;124.00;A;Minor;79.00;59.00;86.00;4.00;0.00;8.00;11.00
Sugar Rush Ride;TOMORROW X TOGETHER;1.00;2023.00;1.00;27.00;359.00;0.00;107642809.00;12.00;56.00;13.00;0.00;13.00;125.00;A#;Minor;71.00;83.00;89.00;1.00;0.00;17.00;9.00
Pink Venom;BLACKPINK;1.00;2022.00;8.00;19.00;1963.00;16.00;551305895.00;57.00;119.00;77.00;1.00;13.00;90.00;0;Major;80.00;71.00;69.00;2.00;0.00;27.00;10.00
WAIT FOR U (feat. Drake & Tems);Drake, Future, Tems;3.00;2022.00;4.00;27.00;5491.00;14.00;556585270.00;128.00;84.00;75.00;0.00;35.00;83.00;C#;Major;46.00;34.00;64.00;31.00;0.00;7.00;34.00
Don't Start Now;Dua Lipa;1.00;2019.00;10.00;31.00;27119.00;0.00;2303033973.00;532.00;77.00;1535.00;3.00;8.00;124.00;B;Minor;79.00;68.00;79.00;1.00;0.00;10.00;8.00
After Dark;Mr.Kitty;1.00;2014.00;8.00;8.00;1776.00;14.00;646886885.00;1.00;9.00;3.00;0.00;0.00;140.00;G#;Major;58.00;4.00;60.00;7.00;41.00;8.00;3.00
Eu Gosto Assim - Ao Vivo;Gustavo Mioto, Mari Fernandez;2.00;2022.00;9.00;16.00;1473.00;4.00;222612678.00;27.00;64.00;66.00;1.00;4.00;154.00;0;Major;64.00;61.00;91.00;15.00;0.00;72.00;4.00
INDUSTRY BABY (feat. Jack Harlow);Jack Harlow, Lil Nas X;2.00;2021.00;7.00;23.00;13315.00;0.00;1814349763.00;300.00;47.00;690.00;0.00;0.00;150.00;D#;Minor;74.00;89.00;70.00;2.00;0.00;5.00;6.00
MIDDLE OF THE NIGHT;Elley Duhï¿;1.00;2020.00;1.00;10.00;4057.00;8.00;872137015.00;78.00;21.00;240.00;1.00;52.00;186.00;E;Minor;41.00;9.00;61.00;2.00;0.00;12.00;5.00
Atlantis;Seafret;1.00;2015.00;4.00;22.00;3045.00;6.00;571386359.00;43.00;53.00;134.00;1.00;32.00;166.00;G#;Minor;40.00;23.00;48.00;5.00;0.00;12.00;3.00
PUNTO 40;Baby Rasta, Rauw Alejandro;2.00;2022.00;9.00;22.00;3006.00;12.00;304079786.00;54.00;32.00;66.00;2.00;0.00;107.00;0;Major;87.00;20.00;83.00;0.00;4.00;31.00;9.00
Evoque Prata;DJ Escobar, MC MENOR SG, MC MENOR HR;3.00;2022.00;9.00;9.00;852.00;0.00;174006928.00;14.00;1.00;50.00;0.00;0.00;87.00;G;Major;87.00;52.00;52.00;31.00;0.00;28.00;24.00
How Do I Say Goodbye;Dean Lewis;1.00;2022.00;8.00;5.00;2163.00;15.00;284785823.00;72.00;97.00;58.00;0.00;154.00;82.00;G#;Major;40.00;39.00;64.00;21.00;0.00;7.00;7.00
Blind;SZA;1.00;2022.00;12.00;9.00;1484.00;0.00;163284000.00;22.00;51.00;12.00;0.00;0.00;114.00;A;Minor;46.00;60.00;28.00;91.00;0.00;21.00;4.00
Die For You;Joji;1.00;2022.00;11.00;4.00;1703.00;0.00;246390068.00;38.00;45.00;36.00;16.00;0.00;148.00;G#;Major;47.00;15.00;52.00;38.00;13.00;29.00;5.00
Doja;Central Cee;1.00;2022.00;7.00;20.00;4169.00;44.00;482257456.00;57.00;44.00;183.00;1.00;11.00;140.00;F#;Major;91.00;97.00;57.00;38.00;0.00;40.00;29.00
Gatita;Bellakath;1.00;2022.00;10.00;3.00;1054.00;0.00;168684524.00;9.00;0.00;15.00;0.00;1.00;101.00;G;Major;90.00;76.00;81.00;15.00;24.00;33.00;6.00
Rumble;Skrillex, Flowdan, Fred again..;3.00;2022.00;1.00;17.00;2849.00;0.00;78489819.00;39.00;45.00;27.00;0.00;1.00;140.00;C#;Minor;81.00;6.00;84.00;5.00;23.00;6.00;6.00
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage];Travis Scott, 21 Savage, Metro Boomin;3.00;2022.00;12.00;2.00;1602.00;0.00;195516622.00;12.00;22.00;12.00;0.00;2.00;88.00;G;Minor;49.00;24.00;66.00;19.00;0.00;18.00;29.00
Yonaguni;Bad Bunny;1.00;2021.00;6.00;4.00;9644.00;28.00;1260594497.00;120.00;86.00;164.00;4.00;0.00;180.00;C#;Major;64.00;44.00;65.00;28.00;0.00;14.00;12.00
Super Freaky Girl;Nicki Minaj;1.00;2022.00;8.00;12.00;4827.00;0.00;428685680.00;104.00;17.00;76.00;9.00;2.00;133.00;D;Major;95.00;91.00;89.00;6.00;0.00;31.00;24.00
Running Up That Hill (A Deal With God);Kate Bush;1.00;1985.00;9.00;16.00;21811.00;0.00;1024858327.00;117.00;1.00;676.00;3.00;0.00;108.00;A#;Minor;63.00;20.00;55.00;72.00;0.00;6.00;6.00
Dream On;Aerosmith;1.00;1973.00;1.00;5.00;168.00;0.00;838586769.00;0.00;0.00;5.00;0.00;0.00;80.00;F;Minor;39.00;24.00;43.00;39.00;0.00;23.00;3.00
Limbo;Freddie Dredd;1.00;2022.00;8.00;11.00;688.00;0.00;199386237.00;14.00;1.00;17.00;0.00;2.00;75.00;B;Minor;80.00;46.00;62.00;3.00;6.00;11.00;46.00
Where Are You Now;Lost Frequencies, Calum Scott;2.00;2021.00;7.00;30.00;10565.00;44.00;972509632.00;238.00;122.00;557.00;17.00;58.00;121.00;F#;Minor;67.00;26.00;64.00;52.00;0.00;17.00;10.00
WORTH NOTHING;Twisted, Oliver Tree;2.00;2022.00;9.00;28.00;1612.00;0.00;213438580.00;34.00;54.00;34.00;0.00;2.00;140.00;D;Minor;58.00;17.00;62.00;18.00;0.00;20.00;8.00
Bad Habits;Ed Sheeran;1.00;2020.00;9.00;3.00;12755.00;8.00;1555511105.00;344.00;97.00;945.00;15.00;0.00;126.00;B;Minor;81.00;59.00;90.00;5.00;0.00;36.00;3.00
KICK BACK;Kenshi Yonezu;1.00;2022.00;10.00;12.00;574.00;4.00;210038833.00;38.00;101.00;26.00;0.00;0.00;102.00;C#;Major;58.00;29.00;94.00;0.00;0.00;9.00;11.00
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A;Omar Apollo;1.00;2022.00;4.00;8.00;2499.00;0.00;227918678.00;70.00;0.00;49.00;0.00;0.00;82.00;A;Major;70.00;31.00;34.00;60.00;1.00;11.00;4.00
Good Days;SZA;1.00;2020.00;12.00;24.00;10426.00;2.00;826623384.00;133.00;109.00;182.00;1.00;10.00;121.00;C#;Minor;46.00;53.00;78.00;23.00;0.00;72.00;6.00
Levitating (feat. DaBaby);Dua Lipa, DaBaby;2.00;2020.00;3.00;27.00;15894.00;8.00;1802514301.00;198.00;13.00;544.00;0.00;60.00;103.00;F#;Minor;70.00;92.00;83.00;1.00;0.00;7.00;6.00
Woman;Doja Cat;1.00;2021.00;6.00;25.00;9424.00;0.00;1329090101.00;202.00;50.00;463.00;4.00;0.00;108.00;F;Minor;82.00;88.00;76.00;9.00;0.00;12.00;9.00
Shut up My Moms Calling - (Sped Up);Hotel Ugly;1.00;2022.00;9.00;14.00;713.00;7.00;181831132.00;2.00;4.00;6.00;0.00;0.00;85.00;F;Minor;65.00;36.00;47.00;31.00;0.00;12.00;10.00
Ferrari;James Hype, Miggy Dela Rosa;2.00;2022.00;3.00;14.00;7758.00;28.00;462791599.00;173.00;79.00;175.00;0.00;168.00;125.00;C#;Minor;84.00;70.00;69.00;1.00;0.00;5.00;5.00
You're On Your Own, Kid;Taylor Swift;1.00;2022.00;10.00;21.00;2537.00;2.00;348647203.00;8.00;18.00;20.00;0.00;1.00;120.00;D;Major;69.00;40.00;39.00;41.00;0.00;13.00;6.00
"Kesariya (From ""Brahmastra"")";Pritam, Arijit Singh, Amitabh Bhattacharya;3.00;2022.00;7.00;17.00;292.00;6.00;366599607.00;26.00;98.00;4.00;0.00;0.00;94.00;0;Major;58.00;44.00;57.00;57.00;0.00;10.00;3.00
Agudo Mï¿½ï¿½gi;Styrx, utku INC, Thezth;3.00;1930.00;1.00;1.00;323.00;0.00;90598517.00;4.00;0.00;14.00;0.00;0.00;130.00;F#;Minor;65.00;49.00;80.00;22.00;4.00;7.00;5.00
Payphone;Maroon 5, Wiz Khalifa;2.00;2012.00;1.00;1.00;14143.00;4.00;1479264469.00;56.00;38.00;1891.00;1.00;0.00;110.00;E;Major;74.00;51.00;74.00;2.00;0.00;29.00;4.00
All I Want for Christmas Is You;Mariah Carey;1.00;1994.00;10.00;28.00;25653.00;0.00;1449779435.00;387.00;132.00;2094.00;0.00;0.00;150.00;G;Major;34.00;33.00;63.00;16.00;0.00;7.00;4.00
Last Christmas;Wham!;1.00;1984.00;1.00;1.00;22153.00;0.00;1159176109.00;274.00;111.00;1302.00;0.00;0.00;107.00;B;Minor;74.00;88.00;65.00;28.00;0.00;46.00;3.00
Rockin' Around The Christmas Tree;Brenda Lee;1.00;1958.00;1.00;1.00;14994.00;0.00;769213520.00;191.00;168.00;206.00;0.00;0.00;140.00;G#;Major;70.00;85.00;41.00;71.00;0.00;45.00;5.00
Jingle Bell Rock;Bobby Helms;1.00;1957.00;1.00;1.00;10326.00;0.00;741301563.00;165.00;99.00;104.00;0.00;0.00;119.00;D;Major;74.00;78.00;37.00;84.00;0.00;6.00;3.00
It's Beginning To Look A Lot Like Christmas;Michael Bublï¿;1.00;2011.00;10.00;14.00;12353.00;0.00;807561936.00;35.00;0.00;549.00;0.00;0.00;93.00;E;Major;35.00;38.00;23.00;91.00;0.00;29.00;3.00
Santa Tell Me;Ariana Grande;1.00;2013.00;12.00;13.00;9408.00;0.00;834129063.00;231.00;106.00;439.00;0.00;0.00;133.00;G;Major;46.00;53.00;63.00;5.00;0.00;30.00;18.00
It's the Most Wonderful Time of the Year;Andy Williams;1.00;1963.00;10.00;14.00;8879.00;0.00;663832097.00;182.00;107.00;160.00;0.00;1.00;202.00;G;Major;24.00;76.00;60.00;77.00;0.00;12.00;4.00
Let It Snow! Let It Snow! Let It Snow!;Dean Martin;1.00;1959.00;11.00;16.00;6512.00;0.00;446390129.00;88.00;1.00;277.00;0.00;0.00;134.00;C#;Major;45.00;72.00;24.00;91.00;0.00;18.00;4.00
Snowman;Sia;1.00;2017.00;1.00;1.00;5140.00;0.00;690104769.00;85.00;110.00;500.00;0.00;0.00;105.00;C#;Major;72.00;33.00;51.00;48.00;0.00;9.00;3.00
Underneath the Tree;Kelly Clarkson;1.00;2013.00;10.00;25.00;6596.00;0.00;485285717.00;144.00;99.00;251.00;0.00;0.00;160.00;G#;Major;51.00;69.00;81.00;0.00;0.00;21.00;5.00
Feliz Navidad;Josï¿½ï¿½ Felic;1.00;1970.00;11.00;1.00;3788.00;0.00;520034544.00;21.00;3.00;10.00;0.00;0.00;148.00;D;Major;50.00;96.00;82.00;47.00;0.00;34.00;4.00
Holly Jolly Christmas;Michael Bublï¿;1.00;2011.00;10.00;14.00;7655.00;0.00;476244795.00;5.00;0.00;291.00;0.00;0.00;151.00;G;Major;65.00;70.00;47.00;87.00;0.00;9.00;4.00
Mistletoe;Justin Bieber;1.00;2011.00;1.00;1.00;9577.00;0.00;629173063.00;195.00;111.00;310.00;0.00;0.00;162.00;F#;Minor;67.00;88.00;54.00;51.00;0.00;9.00;4.00
Sleigh Ride;The Ronettes;1.00;1963.00;11.00;22.00;10114.00;0.00;404664135.00;114.00;74.00;262.00;0.00;0.00;92.00;D;Major;53.00;84.00;77.00;40.00;0.00;32.00;3.00
Seek & Destroy;SZA;1.00;2022.00;12.00;9.00;1007.00;0.00;98709329.00;5.00;31.00;1.00;0.00;0.00;152.00;C#;Major;65.00;35.00;65.00;44.00;18.00;21.00;7.00
Love Language;SZA;1.00;2022.00;12.00;9.00;1127.00;0.00;110849052.00;16.00;63.00;8.00;0.00;0.00;65.00;A;Minor;71.00;55.00;26.00;85.00;0.00;13.00;8.00
Happy Xmas (War Is Over);John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono;4.00;1971.00;12.00;1.00;10829.00;0.00;460492795.00;130.00;1.00;390.00;0.00;0.00;147.00;D;Major;33.00;39.00;61.00;32.00;0.00;77.00;3.00
Used (feat. Don Toliver);SZA, Don Toliver;2.00;2022.00;12.00;8.00;1042.00;0.00;94005786.00;7.00;29.00;3.00;0.00;0.00;150.00;A#;Minor;73.00;71.00;69.00;53.00;0.00;32.00;9.00
A Holly Jolly Christmas - Single Version;Burl Ives;1.00;1952.00;1.00;1.00;7930.00;0.00;395591396.00;108.00;120.00;73.00;0.00;0.00;140.00;0;Major;67.00;81.00;36.00;64.00;0.00;15.00;3.00
The Christmas Song (Merry Christmas To You) - Remastered 1999;Nat King Cole;1.00;1946.00;11.00;1.00;11500.00;0.00;389771964.00;140.00;72.00;251.00;0.00;0.00;139.00;C#;Major;36.00;22.00;15.00;84.00;0.00;11.00;4.00
Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;1.00;1979.00;11.00;16.00;1685.00;0.00;403939487.00;1.00;0.00;29.00;0.00;0.00;95.00;B;Major;75.00;74.00;58.00;36.00;0.00;9.00;3.00
Do They Know It's Christmas? - 1984 Version;Band Aid;1.00;1984.00;11.00;25.00;14169.00;0.00;481697415.00;209.00;30.00;449.00;0.00;0.00;115.00;0;Major;60.00;23.00;57.00;0.00;2.00;27.00;3.00
Ghost in the Machine (feat. Phoebe Bridgers);SZA, Phoebe Bridgers;2.00;2022.00;12.00;9.00;1634.00;0.00;110073250.00;16.00;20.00;4.00;0.00;0.00;125.00;F#;Major;62.00;59.00;43.00;84.00;3.00;11.00;5.00
Special;SZA;1.00;2022.00;12.00;9.00;906.00;0.00;88092256.00;6.00;21.00;3.00;0.00;0.00;76.00;0;Major;60.00;19.00;20.00;78.00;0.00;11.00;5.00
Merry Christmas Everyone;Shakin' Stevens;1.00;1984.00;1.00;1.00;1087.00;0.00;351636786.00;90.00;35.00;5.00;0.00;0.00;101.00;C#;Minor;72.00;91.00;87.00;14.00;0.00;13.00;3.00
Let It Snow! Let It Snow! Let It Snow!;Frank Sinatra, B. Swanson Quartet;2.00;1950.00;1.00;1.00;10585.00;0.00;473248298.00;126.00;108.00;406.00;0.00;0.00;143.00;D;Major;60.00;86.00;32.00;88.00;0.00;34.00;6.00
SOS;SZA;1.00;2022.00;12.00;9.00;827.00;0.00;73981293.00;6.00;18.00;1.00;0.00;0.00;119.00;G;Minor;51.00;51.00;66.00;67.00;0.00;9.00;23.00
Open Arms (feat. Travis Scott);SZA, Travis Scott;2.00;2022.00;12.00;8.00;1420.00;4.00;155653938.00;13.00;87.00;17.00;0.00;46.00;78.00;A;Major;67.00;22.00;59.00;76.00;1.00;15.00;16.00
White Christmas;Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers;3.00;1942.00;1.00;1.00;11940.00;0.00;395591396.00;73.00;79.00;123.00;0.00;0.00;96.00;A;Major;23.00;19.00;25.00;91.00;0.00;40.00;3.00
Driving Home for Christmas - 2019 Remaster;Chris Rea;1.00;1986.00;1.00;1.00;888.00;0.00;429504768.00;50.00;0.00;6.00;0.00;0.00;180.00;A;Major;51.00;87.00;58.00;36.00;0.00;18.00;4.00
Christmas (Baby Please Come Home);Darlene Love;1.00;1963.00;11.00;22.00;9122.00;0.00;242767149.00;121.00;58.00;212.00;0.00;0.00;126.00;D#;Major;34.00;35.00;76.00;39.00;0.00;8.00;5.00
Gone Girl;SZA;1.00;2022.00;12.00;9.00;892.00;0.00;65362788.00;3.00;17.00;2.00;0.00;0.00;150.00;F;Major;43.00;42.00;44.00;57.00;0.00;15.00;6.00
F2F;SZA;1.00;2022.00;12.00;9.00;989.00;0.00;67540165.00;5.00;9.00;1.00;0.00;0.00;90.00;D;Major;53.00;47.00;74.00;9.00;0.00;34.00;4.00
Notice Me;SZA;1.00;2022.00;12.00;9.00;819.00;0.00;62019074.00;14.00;22.00;0.00;0.00;0.00;160.00;F;Major;72.00;78.00;68.00;28.00;0.00;11.00;12.00
Merry Christmas;Ed Sheeran, Elton John;2.00;2017.00;11.00;10.00;2209.00;0.00;135723538.00;72.00;90.00;141.00;0.00;0.00;114.00;0;Major;59.00;60.00;94.00;24.00;0.00;10.00;4.00
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra);Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra;3.00;1958.00;1.00;1.00;6290.00;0.00;295998468.00;89.00;39.00;158.00;0.00;0.00;113.00;G;Major;73.00;72.00;32.00;77.00;0.00;15.00;5.00
My Only Wish (This Year);Britney Spears;1.00;2000.00;11.00;7.00;6952.00;0.00;261116938.00;115.00;53.00;286.00;0.00;0.00;147.00;0;Major;67.00;69.00;72.00;17.00;0.00;19.00;3.00
Antidepresan;Mabel Matiz, Mert Demir;2.00;2022.00;11.00;4.00;313.00;2.00;136689549.00;10.00;6.00;7.00;1.00;9.00;100.00;B;Minor;70.00;92.00;59.00;3.00;0.00;10.00;3.00
Wild Flower (with youjeen);RM;1.00;2022.00;12.00;2.00;353.00;2.00;135611421.00;2.00;74.00;14.00;0.00;2.00;155.00;G#;Major;49.00;42.00;77.00;3.00;0.00;12.00;9.00
I Hate U;SZA;1.00;2021.00;12.00;3.00;4094.00;0.00;356709897.00;66.00;96.00;43.00;0.00;0.00;107.00;G;Minor;54.00;41.00;39.00;51.00;0.00;11.00;16.00
Raindrops (Insane) [with Travis Scott];Travis Scott, Metro Boomin;2.00;2022.00;12.00;2.00;880.00;0.00;110649992.00;3.00;7.00;10.00;0.00;0.00;112.00;G#;Major;80.00;15.00;54.00;9.00;0.00;38.00;5.00
SPIT IN MY FACE!;ThxSoMch;1.00;2022.00;10.00;31.00;573.00;0.00;301869854.00;1.00;0.00;18.00;0.00;24.00;166.00;C#;Major;70.00;57.00;57.00;9.00;20.00;11.00;7.00
Deck The Hall - Remastered 1999;Nat King Cole;1.00;1959.00;1.00;1.00;3299.00;0.00;127027715.00;65.00;39.00;41.00;0.00;0.00;107.00;F#;Minor;69.00;96.00;36.00;81.00;0.00;8.00;4.00
Smoking on my Ex Pack;SZA;1.00;2022.00;12.00;9.00;811.00;0.00;57144458.00;6.00;11.00;3.00;0.00;0.00;81.00;G#;Major;47.00;33.00;68.00;24.00;0.00;22.00;38.00
Conceited;SZA;1.00;2022.00;12.00;9.00;899.00;0.00;56870689.00;2.00;14.00;2.00;0.00;0.00;150.00;C#;Major;79.00;77.00;46.00;5.00;0.00;11.00;7.00
Snow On The Beach (feat. Lana Del Rey);Taylor Swift, Lana Del Rey;2.00;2022.00;10.00;21.00;2415.00;0.00;323437194.00;33.00;57.00;30.00;0.00;11.00;110.00;A;Major;66.00;19.00;32.00;69.00;0.00;12.00;4.00
Maroon;Taylor Swift;1.00;2022.00;10.00;21.00;2304.00;0.00;317726339.00;12.00;16.00;14.00;0.00;0.00;108.00;G;Major;64.00;4.00;40.00;6.00;0.00;10.00;6.00
Tubarï¿½ï¿½o Te;Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M;4.00;2022.00;9.00;28.00;1003.00;0.00;116144341.00;21.00;0.00;44.00;0.00;0.00;130.00;E;Minor;89.00;48.00;74.00;30.00;0.00;7.00;36.00
Bejeweled;Taylor Swift;1.00;2022.00;10.00;21.00;2699.00;0.00;328207708.00;39.00;35.00;22.00;2.00;0.00;164.00;G;Major;70.00;39.00;56.00;6.00;0.00;9.00;7.00
